  -- System info -- 
 Number of particles  : 5
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.4            7.78721        61.0838        0.443113       0.975859       
 0.49847        7.50027        56.2542        7.11856e-05    0.970469       
 0.499401       7.50026        56.2539        1.17754e-05    0.970149       
 0.499795       7.49998        56.2497        1.31525e-06    0.969819       
 0.499923       7.50007        56.251         1.99114e-07    0.971759       
 0.499975       7.5            56.25          2.04489e-08    0.970429       
 0.499991       7.5            56.2499        2.24355e-09    0.971399       
 0.499995       7.5            56.25          5.93765e-10    0.970449       
 0.499998       7.5            56.25          1.13914e-10    0.970809       
 0.499999       7.5            56.25          3.38432e-11    0.970129       
Execution time: 2.238725

