  -- System info -- 
 Number of particles  : 3
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.4            4.63432        21.7309        0.254002       0.975949       
 0.494075       4.50016        20.2521        0.000655267    0.970769       
 0.497783       4.50143        20.263         0.000104107    0.970619       
 0.499352       4.49991        20.2492        7.90311e-06    0.970259       
 0.499759       4.50001        20.2501        1.09943e-06    0.971349       
 0.499911       4.49999        20.2499        1.4175e-07     0.970019       
 0.499965       4.5            20.25          2.3677e-08     0.971469       
 0.499987       4.5            20.25          3.06243e-09    0.971079       
 0.499995       4.5            20.25          3.73241e-10    0.971459       
 0.499998       4.5            20.25          1.07754e-10    0.970939       
 0.499999       4.5            20.25          2.02753e-11    0.969389       
Execution time: 1.968648

