  -- System info -- 
 Number of particles  : 20
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.4            30.8214        951.856        1.89753        0.976809       
 0.505418       30.002         900.122        0.00268612     0.970139       
 0.502953       29.9953        899.718        0.00147756     0.970279       
 0.500459       30             900.003        2.40614e-05    0.970379       
 0.500197       30.0002        900.014        4.46498e-06    0.970219       
 0.500083       30.0001        900.006        9.52525e-07    0.970169       
 0.500026       30             899.998        9.0262e-08     0.971629       
 0.500008       30             900.001        6.8693e-09     0.971279       
 0.500004       30             900            1.55831e-09    0.970039       
 0.500001       30             900            2.55e-10       0.970869       
Execution time: 5.005930

