  -- System info -- 
 Number of particles  : 10
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.30112
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.1            40.2934        1714.49        90.9323        0.941712       
 0.137888       31.4167        1032.49        45.4847        0.919416       
 0.15758        27.3726        780.291        31.0327        0.912617       
 0.171362       24.655         630.023        22.1534        0.905069       
 0.181403       24.4922        625.835        25.9692        0.897371       
 0.193365       23.1852        555.288        17.734         0.895671       
 0.201706       21.9716        502.024        19.2715        0.885373       
 0.210913       21.2934        468.83         15.421         0.883423       
 0.218416       20.3901        426.657        10.9022        0.878624       
 0.223806       20.1587        417.637        11.263         0.876125       
 0.22944        19.9276        408.85         11.7396        0.871976       
 0.235388       19.072         371.929        8.18558        0.869526       
 0.239595       19.7559        402.143        11.8486        0.867377       
 0.245747       19.0835        372.132        7.95287        0.865477       
 0.249941       19.1684        376.968        9.54052        0.862478       
 0.255029       19.4431        386.331        8.29885        0.860878       
 0.259515       18.2002        339.315        8.06836        0.860778       
 0.263933       18.8506        363.824        8.4785         0.856879       
 0.268634       18.0038        330.406        6.26971        0.85213        
 0.27216        18.2167        337.421        5.57249        0.85033        
 0.275327       17.9602        329.629        7.05983        0.852529       
 0.27938        17.7746        323.658        7.72289        0.85073        
 0.283871       17.5652        313.147        4.61024        0.84828        
 0.286593       17.3598        307.566        6.20458        0.843281       
 0.290289       17.4593        309.547        4.7178         0.842831       
 0.293135       17.1112        297.185        4.39177        0.840232       
 0.295812       17.0954        296.448        4.19435        0.839632       
 0.298393       17.7576        320.148        4.81597        0.840432       
 0.301385       17.1298        298.361        4.93251        0.841132       
 0.304484       16.7666        284.606        3.48783        0.844231       
 0.306702       17.2014        299.881        3.9919         0.836783       
 0.309262       16.6826        282.351        4.04163        0.833733       
 0.31188        16.8465        287.14         3.33583        0.833083       
 0.314064       16.9785        292.417        4.14882        0.834533       
 0.316805       16.7032        282.407        3.41025        0.828484       
 0.319084       16.714         283.17         3.81246        0.830584       
 0.321657       16.5794        278.398        3.52124        0.826735       
 0.32406        16.8765        288.229        3.41156        0.830184       
 0.326413       16.4441        273.476        3.06813        0.826635       
 0.328552       16.6073        279.014        3.21027        0.833283       
 0.330812       16.6007        278.239        2.65467        0.823385       
 0.3327         16.6874        281.322        2.85285        0.824135       
 0.334748       16.3202        268.972        2.62454        0.826585       
 0.336651       16.3106        268.303        2.26804        0.828884       
 0.33831        16.298         268.233        2.60837        0.821186       
 0.340235       16.4978        275.63         3.45284        0.815137       
 0.342807       16.3671        270.026        2.14376        0.822136       
 0.344425       16.2264        265.616        2.32048        0.821736       
 0.346191       16.0659        260.013        1.90124        0.821236       
 0.347652       16.3559        269.457        1.94184        0.822935       
 0.349156       16.1783        264            2.26398        0.819436       
