  -- System info -- 
 Number of particles  : 100
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.5            194.493        37878.7        51.1026        0.954158       
 0.485814       195.77         38352.7        26.6882        0.954668       
 0.478814       193.575        37518.3        47.2153        0.954888       
 0.468563       193.237        37368.7        28.0535        0.954808       
 0.462917       190.75         36417.4        31.8293        0.956408       
 0.454947       192.031        36900.2        24.3357        0.956388       
 0.449676       191.223        36604.3        38.1231        0.958738       
 0.441024       190.415        36285          26.9756        0.958548       
 0.436466       190.282        36224.9        17.6769        0.958768       
 0.431514       191.041        36518.2        21.574         0.959718       
 0.430585       188.17         35424.9        16.938         0.960908       
 0.427925       189.461        35916.2        20.5434        0.959998       
 0.424491       191.077        36523.9        13.3319        0.960548       
 0.424342       188.964        35737.7        30.2697        0.960468       
 0.420729       190.811        36426.3        17.3718        0.960008       
 0.418733       190.031        36125.6        14.0423        0.961278       
 0.413762       189.438        35906          19.3878        0.961358       
 0.409179       188.373        35501.8        17.5549        0.960668       
 0.405274       190.165        36188.8        26.1771        0.962869       
 0.405203       188.637        35602.6        18.552         0.962889       
 0.402311       189.301        35854          18.9631        0.961648       
 0.39756        188.004        35366.1        20.6811        0.962869       
 0.398039       189.371        35877.4        16.0185        0.962649       
 0.399252       188.333        35488.2        18.9759        0.961678       
 0.394532       188.677        35617.3        18.3242        0.963209       
 0.393536       188.876        35691          16.8357        0.963369       
 0.39411        188.6          35589.3        19.5482        0.962178       
 0.390446       189.467        35913.6        15.8391        0.962318       
 0.389347       187.323        35106.8        16.9837        0.964779       
 0.387943       187.538        35184          13.3627        0.963349       
 0.388891       188.017        35364.9        14.491         0.962579       
 0.388661       187.519        35182.1        18.7249        0.964499       
 0.39028        188.396        35506.4        13.2981        0.963529       
 0.39089        187.324        35107.1        16.9526        0.963169       
 0.393495       189.006        35739.7        16.2827        0.962849       
 0.394566       189.846        36056.5        14.9354        0.963679       
 0.392263       187.938        35338.5        17.8759        0.962659       
 0.387191       188.258        35453.4        12.4131        0.963519       
 0.387241       188.045        35376.6        15.717         0.963649       
 0.388142       188.861        35682.2        13.8255        0.963549       
 0.388357       188.179        35426.7        15.2561        0.962949       
 0.384108       189.44         35898.6        10.9965        0.962769       
 0.384537       189.185        35804.1        13.1909        0.964189       
 0.383885       186.542        34817.3        19.5163        0.964459       
 0.382305       188.601        35587.1        16.9038        0.963639       
 0.377835       188.93         35710.5        15.8876        0.963979       
 0.377236       189.104        35781.7        21.4506        0.963959       
 0.377163       188.293        35470.5        16.3359        0.964609       
 0.377498       188.295        35475          20.0923        0.964069       
 0.379073       187.497        35166.8        11.6925        0.964659       
 0.381025       187.979        35350          13.9909        0.963949       
 0.380608       189.288        35851.1        21.0751        0.963619       
 0.376248       188.498        35549.8        18.43          0.965489       
 0.384243       189.021        35741.9        13.1289        0.964329       
 0.386445       189.354        35872.4        17.3135        0.964129       
 0.386478       188.696        35618.1        11.8577        0.963709       
 0.385976       188.734        35633.1        12.5168        0.963279       
 0.389176       188.549        35563          12.2883        0.963259       
 0.392388       188.396        35511.9        18.9589        0.962619       
 0.388644       187.382        35124.6        12.4624        0.962178       
 0.386995       188.811        35674.9        25.121         0.963999       
 0.384287       189.383        35888.2        22.2598        0.963779       
 0.387229       186.914        34955.2        18.5671        0.964759       
 0.385301       188.37         35497.1        13.8881        0.963759       
 0.389134       188.614        35597          21.764         0.962989       
 0.393688       188.597        35582.3        13.5454        0.963089       
 0.393376       189.428        35897.4        14.6314        0.961618       
 0.393906       188.467        35540.1        20.2503        0.962649       
 0.392628       189.7          35999.4        13.1928        0.963319       
 0.393509       188.34         35489.7        17.5765        0.963009       
 0.391968       187.374        35124.2        15.2507        0.964259       
 0.391627       189.852        36056.8        12.9966        0.963349       
 0.390108       190.877        36448.9        14.7995        0.962418       
 0.390369       189.259        35833.3        14.3293        0.963089       
 0.393211       188.254        35453.8        14.3166        0.962148       
 0.390825       186.6          34837.5        17.7852        0.962899       
 0.39122        187.862        35313.2        21.2697        0.963329       
 0.387634       187.96         35349.7        20.7097        0.963289       
 0.386113       188.573        35573.5        13.727         0.964819       
 0.386684       189.103        35772.7        12.7599        0.962549       
 0.386559       188.2          35432.6        13.3957        0.963359       
 0.384677       188.506        35555.6        20.9798        0.963049       
 0.388448       187.604        35215          19.6877        0.963089       
 0.385698       189.686        35992.3        11.4809        0.963019       
 0.385039       189.534        35937.4        14.3901        0.963559       
 0.383071       189.24         35825.6        13.8878        0.964769       
 0.380798       186.99         34989          23.9021        0.964679       
 0.379246       189.823        36049.7        16.9901        0.963329       
 0.382942       188.26         35463.5        21.7918        0.963529       
 0.385594       190.513        36310.4        15.3892        0.963579       
 0.387142       188.277        35463.7        15.6717        0.962488       
 0.389127       189.714        36007.5        16.112         0.963689       
 0.392178       188.362        35502.8        22.6905        0.962268       
 0.390547       188.831        35675.1        18.1315        0.963399       
 0.392151       189.153        35792.2        13.1983        0.963999       
 0.393699       187.634        35231.1        24.4236        0.963059       
 0.394294       188.659        35607.8        15.5382        0.963149       
 0.394531       187.142        35041.6        19.4289        0.961958       
 0.391618       187.403        35143.5        23.5422        0.964199       
 0.389067       187.407        35140.3        19.1381        0.963929       
Execution time: 211.568488

