  -- System info -- 
 Number of particles  : 50
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.5            97.1621        9458.45        17.9722        0.954518       
 0.491337       98.3854        9694.82        15.1299        0.954788       
 0.484734       97.5259        9531.93        20.6349        0.954448       
 0.474934       96.2418        9278.86        16.3679        0.954708       
 0.465842       96.4037        9312.72        19.0528        0.956138       
 0.458138       96.3459        9297.13        14.5862        0.955978       
 0.450566       95.8108        9193.59        13.8732        0.958568       
 0.442593       95.421         9121.15        15.9748        0.958238       
 0.436655       95.8055        9188.3         9.60777        0.958678       
 0.431968       95.3795        9109.14        11.8987        0.959578       
 0.431047       95.2267        9078.11        9.97955        0.960698       
 0.427603       95.602         9150.72        10.9691        0.960098       
 0.424022       95.9897        9223.72        9.70459        0.960978       
 0.424446       95.2463        9083.23        11.3731        0.959828       
 0.422085       95.7789        9183.67        10.0771        0.959938       
 0.418961       95.9589        9217.03        8.92024        0.961118       
 0.416704       95.1157        9054.11        7.10663        0.961098       
 0.41623        95.3264        9095.58        8.4627         0.960088       
 0.412552       95.6722        9166.11        12.9338        0.962468       
 0.414653       94.5336        8946.01        9.40514        0.962418       
 0.408069       95.2985        9090.11        8.30548        0.961088       
 0.403876       95.2873        9088.98        9.31704        0.962679       
 0.40109        95.6604        9157.29        6.38708        0.961838       
 0.399302       94.4873        8938.02        10.1715        0.962198       
 0.395522       95.0299        9039.4         8.72771        0.962428       
 0.396121       94.7629        8989.2         9.18767        0.963029       
 0.396264       95.2816        9086.21        7.62217        0.961558       
 0.395279       94.6843        8974.26        9.13269        0.962248       
 0.393669       93.8974        8827.56        10.8275        0.964149       
 0.392525       94.0072        8844.58        7.23098        0.963069       
 0.388885       94.281         8895.82        6.90929        0.962869       
 0.387504       95.0928        9051.55        8.91505        0.964649       
 0.386962       94.2197        8886.39        9.04399        0.963629       
 0.386406       94.9884        9028.99        6.19667        0.963159       
 0.387595       95.1887        9068.66        7.7745         0.963719       
 0.388934       95.1455        9061.53        8.86486        0.964619       
 0.38752        96.1862        9259.82        8.03222        0.962879       
 0.386921       94.9399        9022.44        8.8583         0.963539       
 0.387158       94.4344        8924.8         6.95312        0.963479       
 0.384716       94.6316        8961.28        6.14101        0.964829       
 0.38402        95.0012        9031.56        6.33706        0.963849       
 0.384055       95.0855        9048.05        6.78988        0.962909       
 0.381355       95.2554        9079.9         6.30327        0.964969       
 0.382109       94.7483        8987.53        10.2798        0.963989       
 0.383926       95.4034        9109.91        8.09366        0.963729       
 0.384994       95.2855        9086.68        7.34662        0.963309       
 0.384368       94.6874        8976.19        10.4891        0.962929       
 0.381751       94.4961        8935.3         5.78969        0.964119       
 0.381186       94.7424        8982.28        6.15967        0.963849       
 0.381795       94.2189        8884.32        7.11834        0.963799       
 0.383623       94.6013        8956.64        7.23042        0.963819       
