  -- System info -- 
 Number of particles  : 50
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.5            97.1305        9453.55        19.2282        0.954008       
 0.492209       98.1755        9655.23        16.8035        0.953988       
 0.484339       97.0933        9447.68        20.5734        0.954678       
 0.472308       95.73          9180.5         16.2562        0.955248       
 0.464344       95.8635        9208.12        18.2996        0.955998       
 0.455549       96.1926        9266.15        13.1283        0.956028       
 0.449113       95.4382        9121.47        13.013         0.959068       
 0.442365       94.9432        9029.28        15.0769        0.958688       
 0.435814       95.7739        9182.37        9.72981        0.958758       
 0.429794       95.7956        9188.45        11.6601        0.959928       
 0.429219       94.5275        8946.56        11.1074        0.961008       
 0.426984       95.2384        9081.47        11.1191        0.960788       
 0.42357        95.9532        9216.4         9.38529        0.960818       
 0.423971       95.5165        9135.39        11.9817        0.960488       
 0.422466       96.1296        9250.31        9.41436        0.959748       
 0.418804       95.5821        9145.52        9.5818         0.961208       
 0.416554       95.0722        9045.53        6.79879        0.961088       
 0.414232       95.0117        9035.97        8.7538         0.960098       
 0.410909       95.5311        9138.74        12.5408        0.962549       
 0.413277       94.3309        8907.3         8.99497        0.962318       
 0.405608       94.6596        8970.45        10.0146        0.961008       
 0.401929       95.2376        9079.92        9.71926        0.962348       
 0.399396       95.482         9123.4         6.58583        0.962268       
 0.397329       94.5124        8942.58        9.98669        0.962148       
 0.392235       94.8443        9004.19        8.74701        0.963509       
 0.391825       95.5514        9140.21        10.1376        0.963529       
 0.395439       95.0646        9043.91        6.63347        0.962008       
 0.393986       94.8994        9015.37        9.47487        0.961798       
 0.39253        94             8846.17        10.1729        0.964099       
 0.390637       94.0751        8856.53        6.40176        0.963269       
 0.387799       94.542         8945.37        7.18414        0.962689       
 0.386624       94.9798        9029.72        8.56243        0.964409       
 0.387108       94.2373        8889.89        9.21869        0.963869       
 0.388287       94.8884        9009.85        6.02899        0.963509       
 0.389403       95.4151        9111.91        7.86854        0.963409       
 0.389035       95.2434        9079.43        8.12159        0.964249       
 0.38759        96.5402        9328.3         8.2832         0.963149       
 0.386815       95.066         9046.7         9.16439        0.963819       
 0.387351       94.3927        8916.45        6.4608         0.963939       
 0.386191       94.5258        8941.53        6.39998        0.964149       
 0.385533       94.9612        9024.32        6.68182        0.963859       
 0.385262       95.572         9141.15        7.14403        0.962809       
 0.384182       95.4134        9112.58        8.85016        0.964529       
 0.386951       94.7603        8989.97        10.4572        0.963869       
 0.387724       95.2177        9073.29        6.87346        0.962619       
 0.387545       95.5163        9129.69        6.32176        0.962869       
 0.386953       94.5419        8949.35        11.1785        0.963159       
 0.386243       94.8012        8992.57        5.29845        0.964129       
 0.384983       94.6865        8972.67        7.13733        0.963369       
 0.384928       94.744         8985.39        8.97566        0.963589       
 0.388551       94.552         8946.68        6.59831        0.963669       
 0.385876       94.8752        9009.62        8.32631        0.963179       
 0.384496       95.3193        9093.98        8.19797        0.964679       
 0.388804       95.3088        9091.25        7.48191        0.963579       
 0.388424       95.1026        9052.59        8.09794        0.963619       
 0.389283       95.4147        9111.53        7.55803        0.963699       
 0.390858       95.9           9204.6         7.78636        0.962308       
 0.393463       95.5582        9141.6         10.2321        0.962719       
 0.396451       95.4837        9124.18        7.03561        0.962789       
 0.39443        94.8881        9010.54        6.79692        0.962138       
 0.395197       95.0052        9034.37        8.39482        0.963189       
 0.392585       95.9742        9218.62        7.58253        0.962468       
 0.391092       93.7906        8805.99        9.30993        0.963949       
 0.389384       94.2345        8888.55        8.40821        0.962739       
 0.388343       94.7249        8982.27        9.46557        0.963239       
 0.390251       95.2242        9076.65        8.99721        0.963459       
 0.391274       94.7554        8987.03        8.43991        0.961888       
 0.390282       94.4762        8933.68        7.93379        0.963329       
 0.389242       94.2057        8881.45        6.73262        0.963379       
 0.39072        95.3804        9104.78        7.35619        0.962448       
 0.392175       93.7385        8791.88        4.9696         0.963639       
 0.390745       94.9638        9026.48        8.36207        0.963479       
 0.390283       95.8521        9196.82        9.19573        0.963339       
 0.391012       95.7734        9179.69        7.13796        0.962649       
 0.393057       94.5103        8939.96        7.76652        0.962298       
 0.391265       93.7798        8802.61        7.95231        0.962779       
 0.391794       94.4241        8925.61        9.69167        0.963249       
 0.392936       94.0798        8859.25        8.234          0.962448       
 0.391992       94.2657        8894.66        8.64086        0.963399       
 0.387989       95.207         9072.56        8.19993        0.962769       
 0.388796       94.7325        8981.59        7.34182        0.963309       
 0.387342       94.6325        8965.46        10.1616        0.962709       
 0.389151       94.8474        9004.51        8.46723        0.962849       
 0.387969       95.4162        9116.2         11.9373        0.963199       
 0.38979        95.3884        9105.84        6.87941        0.963329       
 0.389779       95.7303        9171.92        7.62055        0.964209       
 0.387875       94.6187        8958.87        6.16362        0.962939       
 0.387051       95.3442        9098.98        8.47329        0.962949       
 0.388418       95.098         9052.42        8.78456        0.962729       
 0.392737       95.5292        9133.88        8.05211        0.963529       
 0.393881       95.2456        9080.46        8.72946        0.961868       
 0.394842       95.5857        9145.98        9.34514        0.962969       
 0.393884       94.9599        9027.96        10.5866        0.962919       
 0.389938       94.9235        9019.46        8.97879        0.963629       
 0.388524       95.2723        9085.57        8.76827        0.963449       
 0.391571       95.0607        9045.95        9.41008        0.963529       
 0.391448       95.0014        9031.94        6.66295        0.962939       
 0.390089       94.2113        8884.75        8.97243        0.962358       
 0.389764       94.6153        8962.59        10.53          0.964539       
 0.391628       95.1754        9068.04        9.67899        0.963119       
Execution time: 114.355900

