  -- System info -- 
 Number of particles  : 2
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.5            3.03381        9.20456        0.000585489    0.969629       
 0.499816       3.03346        9.20248        0.000574776    0.968729       
 0.499663       3.03339        9.20208        0.000597202    0.969419       
 0.499512       3.03353        9.20298        0.000648956    0.967809       
 0.499371       3.03427        9.20737        0.000573916    0.969149       
 0.499239       3.03541        9.2151         0.00140831     0.969159       
 0.499088       3.03351        9.20272        0.000557965    0.970899       
 0.498979       3.03562        9.21562        0.00063443     0.968479       
 0.498858       3.03414        9.2066         0.000608656    0.969379       
 0.498752       3.03426        9.20728        0.000534235    0.969219       
 0.498671       3.03319        9.20082        0.000550676    0.969809       
 0.498608       3.0346         9.20939        0.000595751    0.970329       
 0.498519       3.03431        9.20752        0.00048755     0.969969       
 0.498449       3.03398        9.20551        0.000491746    0.969449       
 0.498376       3.03444        9.20845        0.000636515    0.969359       
 0.498314       3.03399        9.20553        0.000457047    0.969959       
 0.498249       3.03413        9.20662        0.000655945    0.969769       
 0.498193       3.03434        9.20792        0.000678061    0.969109       
 0.498138       3.03289        9.19903        0.000585645    0.970359       
 0.498074       3.03386        9.2048         0.000483587    0.970419       
 0.498029       3.0347         9.20998        0.000589571    0.969469       
 0.497978       3.03375        9.20427        0.000654247    0.969639       
 0.497937       3.03334        9.20167        0.00052595     0.969909       
 0.497894       3.03321        9.20084        0.000492557    0.969059       
 0.497872       3.03407        9.20615        0.000588292    0.970349       
 0.497834       3.03312        9.20023        0.000411347    0.969409       
 0.49781        3.03436        9.20787        0.00051271     0.970099       
 0.497761       3.0332         9.20077        0.00045427     0.970099       
 0.497725       3.03366        9.2035         0.000410229    0.971199       
 0.497685       3.03518        9.21313        0.000827258    0.969049       
 0.497654       3.03482        9.2129         0.00276555     0.969349       
 0.497623       3.03467        9.20988        0.000653331    0.970089       
 0.497591       3.03438        9.20791        0.000426378    0.969529       
 0.497578       3.03415        9.20663        0.0005391      0.969189       
 0.497552       3.0339         9.20499        0.000417288    0.970029       
 0.497546       3.03445        9.20858        0.000709783    0.970119       
 0.49752        3.03369        9.20377        0.000509066    0.969149       
 0.497501       3.03398        9.20563        0.000623434    0.969319       
 0.497491       3.03398        9.20543        0.000423722    0.969589       
 0.49749        3.03266        9.19743        0.000379149    0.970109       
 0.497479       3.03334        9.20169        0.000522141    0.968939       
 0.497459       3.03502        9.21193        0.000586004    0.968809       
 0.49746        3.03423        9.20711        0.000551449    0.970519       
Execution time: 9.665849

