  -- System info -- 
 Number of particles  : 2
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.5            3.03395        9.20542        0.000564499    0.969639       
 0.499827       3.03348        9.20259        0.000579621    0.968939       
 0.499673       3.03328        9.20139        0.000598507    0.969379       
 0.499521       3.03343        9.20237        0.000640826    0.968229       
 0.49938        3.03442        9.20829        0.0005834      0.969139       
 0.499249       3.03526        9.21361        0.000788524    0.968979       
 0.499099       3.03405        9.20602        0.000580589    0.970389       
 0.498984       3.03538        9.21417        0.000635008    0.968429       
 0.498864       3.03442        9.20834        0.000632182    0.969309       
 0.498756       3.03472        9.21008        0.000564479    0.968909       
 0.498671       3.03377        9.20439        0.000616793    0.969609       
 0.4986         3.03453        9.20903        0.000680442    0.970109       
 0.498514       3.03398        9.20549        0.000471041    0.969949       
 0.498441       3.03404        9.20595        0.000526125    0.968959       
 0.49837        3.0345         9.20879        0.000625126    0.969529       
 0.498307       3.03425        9.20712        0.00046462     0.969969       
 0.49824        3.03392        9.2053         0.000652438    0.969619       
 0.49818        3.03414        9.20655        0.000571846    0.969459       
 0.498133       3.03329        9.20146        0.000619179    0.970629       
 0.498069       3.03421        9.20691        0.000508818    0.970549       
 0.498019       3.03466        9.20974        0.000585842    0.969829       
 0.497974       3.03386        9.20495        0.000668223    0.969979       
 0.497936       3.03345        9.20235        0.00053251     0.969639       
 0.49789        3.03324        9.20103        0.000490138    0.969159       
 0.497867       3.03423        9.20718        0.000608113    0.970229       
 0.497829       3.03324        9.201          0.000436495    0.969269       
 0.497808       3.03444        9.20834        0.000509185    0.969749       
 0.497754       3.03377        9.20422        0.000486509    0.970189       
 0.497712       3.03394        9.20526        0.000448092    0.970889       
 0.497669       3.03513        9.21281        0.00082236     0.969219       
 0.49764        3.03424        9.20714        0.000503934    0.969549       
 0.497622       3.03487        9.21115        0.000698518    0.969919       
 0.497585       3.03441        9.20805        0.000426293    0.969719       
 0.49757        3.03463        9.20954        0.000567357    0.968789       
 0.497544       3.03382        9.20449        0.00041374     0.970269       
 0.497534       3.03432        9.20782        0.000699355    0.970449       
 0.497505       3.03342        9.20212        0.0004858      0.969189       
 0.497493       3.03396        9.20556        0.000641434    0.969179       
 0.497483       3.03391        9.20502        0.000429859    0.969749       
 0.497474       3.03268        9.19749        0.000368282    0.970569       
 0.497464       3.03353        9.20287        0.000542542    0.969029       
 0.497444       3.03555        9.21523        0.00064596     0.968619       
Execution time: 9.506348

