  -- System info -- 
 Number of particles  : 20
 Number of dimensions : 3
 Number of Metropolis steps run : 10^4.99998
 Number of equilibration steps  : 10^4
 Number of parameters : 1

  -- Results -- 
 Param_1        E              E^2            VAR            % Accepted Transitions
 0.5            35.4127        1254.53        0.468106       0.940428       
 0.497293       35.4239        1255.2         0.345397       0.938868       
 0.495824       35.3577        1250.56        0.39714        0.939608       
 0.493142       35.3911        1252.85        0.325132       0.939818       
 0.491802       35.4424        1256.33        0.159969       0.938678       
 0.49026        35.4615        1257.77        0.251022       0.938378       
 0.488738       35.4618        1257.7         0.160701       0.940828       
 0.487481       35.4406        1256.19        0.149165       0.939978       
 0.486659       35.4052        1253.74        0.214158       0.942028       
 0.485721       35.443         1256.57        0.367597       0.941898       
 0.484698       38.7689        1623.86        120.833        0.933927       
 0.501309       35.3849        1252.48        0.386912       0.939878       
 0.497664       35.3682        1251.1         0.182619       0.939978       
 0.495929       35.4267        1255.27        0.219689       0.939688       
 0.494238       35.4166        1254.5         0.162657       0.939598       
 0.492704       35.4049        1253.68        0.172418       0.941938       
 0.490913       35.3932        1252.87        0.187724       0.941198       
 0.489458       35.4165        1254.47        0.140631       0.940768       
 0.487963       35.4784        1258.87        0.147851       0.939078       
 0.486799       35.2518        1312.05        69.3609        0.940288       
 0.48733        35.5109        1261.21        0.189467       0.939018       
 0.486396       35.4672        1258.16        0.23259        0.938888       
 0.485245       35.4385        1256.05        0.166782       0.940098       
 0.484208       35.4538        1257.33        0.35776        0.939628       
 0.483462       35.3902        1255.87        3.40314        0.942418       
 0.482734       35.4479        1256.67        0.113727       0.940238       
 0.481789       40.3376        11236.8        9609.68        0.932177       
 0.486429       35.4605        1257.63        0.184244       0.939268       
 0.485387       35.478         1258.87        0.181182       0.941868       
 0.484442       35.4526        1257.03        0.143431       0.940368       
 0.48368        35.4361        1255.82        0.0970688      0.940048       
 0.482828       35.4688        1258.17        0.133255       0.940448       
 0.482251       35.4794        1258.9         0.113836       0.940748       
 0.481863       35.3996        1253.36        0.228881       0.943678       
 0.481286       35.4713        1258.59        0.379201       0.940638       
 0.480638       35.4601        1257.5         0.0856558      0.941388       
 0.480223       35.4376        1256.11        0.286481       0.942768       
 0.479868       41.3498        2507.43        797.623        0.935267       
 0.472826       35.4407        1256.24        0.200764       0.943728       
 0.473231       35.481         1259.02        0.12126        0.942978       
 0.473372       35.4657        1257.95        0.139296       0.942018       
 0.473378       35.4788        1258.93        0.185133       0.941168       
 0.473425       35.4747        1258.59        0.130308       0.943208       
 0.473537       35.4521        1256.93        0.0815721      0.944888       
 0.473554       35.4579        1258.4         1.13582        0.942308       
 0.473694       35.4676        1258.14        0.190047       0.941218       
 0.473717       35.8186        1289.38        6.41002        0.939108       
 0.471933       35.5212        1262.07        0.313555       0.943088       
 0.473074       35.5125        1264.33        3.19441        0.940638       
 0.473064       35.4827        1259.12        0.0964238      0.942238       
 0.473247       35.4647        1258.05        0.304688       0.942938       
 0.473325       35.4968        1260.87        0.847505       0.943148       
 0.473281       35.4998        1260.33        0.0897138      0.942428       
 0.473476       35.4979        1260.21        0.108502       0.943238       
 0.473711       35.4879        1259.46        0.0731149      0.943988       
 0.473766       35.4708        1258.27        0.0930659      0.942948       
 0.473856       35.4628        1257.86        0.247903       0.942538       
 0.473957       35.476         1258.63        0.0873457      0.943128       
 0.474135       35.4431        1256.37        0.152737       0.944708       
 0.474218       35.4694        1258.16        0.0819737      0.942648       
 0.474316       35.4561        1257.23        0.097388       0.942688       
 0.474475       35.4922        1259.82        0.124398       0.941448       
 0.474673       35.4996        1260.29        0.0609943      0.941268       
 0.474774       35.4848        1259.27        0.092571       0.942888       
 0.47502        35.4627        1257.73        0.124845       0.943878       
 0.47507        35.4483        1256.67        0.0865065      0.942168       
 0.475059       35.458         1257.67        0.402028       0.942048       
 0.475045       35.5039        1260.71        0.179638       0.939508       
 0.475098       35.4706        1258.26        0.101032       0.941508       
 0.475131       35.4634        1257.75        0.0975833      0.940208       
 0.47501        35.4703        1258.38        0.236934       0.941498       
 0.474915       35.4593        1257.46        0.101303       0.942488       
 0.475004       35.4514        1256.9         0.0966612      0.943778       
 0.474882       35.4684        1258.1         0.0915546      0.941528       
 0.474968       35.4879        1259.54        0.153509       0.942198       
 0.474976       35.5101        1261.97        1.00258        0.940418       
 0.47484        35.653         1274.33        3.19697        0.939108       
 0.473506       35.4598        1257.49        0.0881324      0.941308       
 0.473612       35.4704        1258.33        0.181753       0.943508       
 0.474009       35.4766        1258.78        0.184646       0.940998       
 0.474007       35.4934        1260.18        0.400029       0.942988       
 0.474016       35.4831        1259.16        0.112082       0.941818       
 0.474285       35.4864        1259.37        0.0815062      0.942138       
 0.474109       35.4999        1260.33        0.087183       0.942188       
 0.474107       35.4657        1257.93        0.121791       0.939858       
 0.474141       35.4548        1257.43        0.387027       0.940178       
 0.474201       35.4452        1256.45        0.0865845      0.941208       
 0.474072       35.4758        1258.77        0.236805       0.941098       
 0.474241       35.4518        1257.11        0.27973        0.942298       
 0.474258       35.4673        1258.04        0.111752       0.942318       
 0.474339       35.4948        1260.03        0.142479       0.939678       
 0.47438        35.4642        1259.06        1.34613        0.943778       
 0.47425        35.4706        1258.24        0.0700667      0.943128       
 0.474215       35.5           1260.35        0.0995697      0.941218       
 0.474342       35.4584        1257.78        0.482269       0.942298       
 0.474309       35.4717        1258.35        0.110952       0.941558       
 0.474443       35.4522        1256.93        0.0746875      0.941568       
 0.474462       35.4675        1258.05        0.106904       0.941808       
 0.474448       36.2122        1416.14        104.816        0.938078       
 0.47058        35.5064        1260.9         0.199361       0.942058       
Execution time: 185.611932

